Y_IndexUHI,X_Mult_Blue,X_Mult_Green,X_Mult_Red,X_Mult_Nir,X_Mult_NDVI,X_Mult_NDWI,X_DEM_Elevation,X_DEM_Aspect,X_DEM_Slope,X_DEM_Radiation,X_Thermal_L8B10,X_Thermal_TSharp_Rlm,X_Thermal_TSharp_Svm,X_Thermal_NonTSharp_Rlm,X_Thermal_NonTSharp_Svm,X_Bool_Park,X_Proxy_Park,X_Proxy_Water,X_Proxy_Tree,X_Proxy_Road,X_Proxy_Rail,X_Proxy_Impe,X_Proxy_GrasShrub,X_Proxy_Building,X_Proxy_Soil,COASTAL,BLUE,GREEN,RED,NIR,SWIR1,SWIR2,LST,NDMI,NBR,NBR2,NDWI,MNDWI,MNDWI2,NDVI,NDTI,VV,VH,RVI,Dryness,Greeness,Wetness,Hotness,TPI,elevation,slope,aspect,S3_SLSTR,IWV,OGVI,OTCI,RC681,RC865,IWV_Water,PAR,KD490_M07,A865,T865,CHL_NN
0.96361381,0.052290624938905,0.066771873738617,0.060362500138581,0.267443753778934,0.634581685066223,-0.602456487715244,226.99798011779785,35.15656042098999,63.32019519805908,31.556873559951782,29.8700008392334,29.59578108787537,29.36318349838257,29.61668872833252,29.246914386749268,0.125,23.17203998565674,1601.3666381835938,2.050520896911621,20.15339469909668,5455.40576171875,66.0936074256897,148.11241626739502,52.63937282562256,1749.2762145996094,0.05591893,0.059258215,0.076131426,0.076767854,0.20940429,0.15187821,0.1019775,37.77821,0.15922743,0.34500024,0.19657116,-0.4667467,-0.3322087,-0.14511384,0.46348473,-0.004162404,0.69045633,0.21867104,0.518943,0.392155,0.084577695,0.007698009,37.158688,0.19700012,44.0,0.06283186,3.1415927,26.669342,25.349998,0.2066929,3.2244096,0.055032503,0.1734901,38.999996,1775.0,-0.46456695,0.074803144,0.48188975,0.9527558
0.96347996,0.069402679800987,0.087851788316454,0.081224106252193,0.281485719340188,0.547786337988717,-0.519429194075721,260.4814845493861,70.57398407799857,51.16802188328335,115.27191162109376,29.93142890930176,29.73686790466309,30.01600537981306,29.68713406154088,29.811640330723357,0.142857142857143,20.271523066929408,1683.2526681082588,11.717262268066406,13.658641270228795,5533.669224330357,10.34449931553432,98.61895315987724,54.08344759259905,1830.7098039899556,0.05605643,0.059635356,0.07602536,0.07290607,0.24101357,0.1510925,0.09381,37.970596,0.22932844,0.43964517,0.2338992,-0.5204037,-0.33052063,-0.10471695,0.5355113,0.02094447,0.3617155,0.11370594,0.5216626,0.3936717,0.083669916,0.008418276,37.088974,-0.13100013,40.0,0.049672943,2.819842,26.669342,25.349998,0.2066929,3.2244096,0.055032503,0.1734901,38.999996,1775.0,-0.46456695,0.074803144,0.48188975,0.9527558
0.962529,0.084083036652633,0.098789284271853,0.114201783069542,0.156616070440837,0.163149292979922,-0.22952547456537,524.3531036376953,152.7745293208531,84.75102996826172,72.09483453205654,30.99714224679129,32.13778141566685,31.879942212785995,32.40680149623326,32.386201586042134,0.0,172.21251569475447,553.5307965959821,57.81345312935965,84.93409946986607,4208.412388392857,10.34449931553432,182.9411097935268,7.030357360839844,1157.21240234375,0.065767854,0.07148786,0.08594107,0.09128,0.16739215,0.1420175,0.10597286,36.366077,0.08200989,0.22467868,0.14534695,-0.3215176,-0.24599396,-0.10437901,0.2942418,-0.03012582,2.9692824,0.71704626,0.61096996,0.30403438,0.17873102,0.028649151,36.455944,0.20200005,49.0,0.022214415,0.7853982,28.203348,23.399998,0.1456693,2.7253938,0.11447493,0.21955016,31.953962,1822.0479,-0.5864759,0.22036193,0.13508481,0.18599147
0.96136794,0.123324217274785,0.148289842531085,0.167695309966803,0.202134374529123,0.097927925176919,-0.162220932543278,220.8006172180176,156.58470770716667,66.53395462036133,144.07549786567688,30.2549991607666,32.36333513259888,31.578643560409542,32.72177982330322,32.271193504333496,0.0,146.35233879089355,1869.6117401123047,49.12110757827759,20.6374568939209,5711.798278808594,9.05143690109253,71.749520778656,11.951311111450195,2016.3956451416016,0.12290893,0.13235714,0.16265821,0.17422,0.2487725,0.22241178,0.18294536,37.286015,0.05594567,0.15247723,0.097362116,-0.20930447,-0.15517586,-0.05870061,0.17625019,-0.03432036,0.9595376,0.42347538,0.38760462,0.39425597,0.08596432,0.010405045,36.8825,-0.45099983,37.0,0.04712389,4.712389,26.669342,25.349998,0.2066929,3.2244096,0.055032503,0.1734901,38.999996,1775.0,-0.46456695,0.074803144,0.48188975,0.9527558
0.95971069,0.059499999973923,0.075328126084059,0.069315624888986,0.32133749127388,0.651688076555729,-0.62757208943367,210.64045906066892,167.33274269104004,48.40803384780884,65.04565119743347,29.920000076293945,28.825486421585083,28.46837043762207,28.881590127944943,28.81362891197205,0.0,406.3964614868164,1001.4195709228516,0.0,45.6249794960022,4890.970397949219,32.09122896194458,86.10315704345703,29.3236026763916,1137.7300415039062,0.09388071,0.10136857,0.12901,0.1307425,0.24650964,0.20693322,0.16603285,36.5194,0.08727985,0.19507515,0.109662436,-0.31289878,-0.2319535,-0.12548293,0.3068694,-0.0066698045,0.37068182,0.13856685,0.45579886,0.3591209,0.117512465,0.0092759,37.141712,0.023999786,45.0,0.059814144,4.307497,28.203348,23.399998,0.1456693,2.7253938,0.11447493,0.21955016,31.953962,1822.0479,-0.5864759,0.22036193,0.13508481,0.18599147
0.95874766,0.158449999988079,0.190944643957274,0.217967861465045,0.273594643388476,0.127363513622965,-0.184338235429355,108.35660988943916,201.5426472255162,39.97207619462694,39.99773965563093,29.07999992370605,31.894024440220424,30.732235772269117,32.499401909964426,31.86541884286063,0.0,70.00206484113421,1053.9326869419642,34.31045423235212,2.343452453613281,5160.778390066965,21.242212568010604,121.26430184500558,34.86366816929409,744.8605869838169,0.0883375,0.09749893,0.11868964,0.13859178,0.18107928,0.1806,0.14881393,36.27721,0.0013251546,0.09780543,0.09649278,-0.20812578,-0.20685768,-0.11261268,0.13291007,-0.07735553,0.20351438,0.07733686,0.44926816,0.31722373,0.19946042,0.010870302,36.03589,-0.11699982,43.0,0.022214415,0.7853982,30.697998,26.25,0.13976379,2.6998034,0.0940199,0.18767357,33.16481,1811.3341,-0.47330973,0.37929174,0.1813755,0.21713476
0.96010253,0.188510935753584,0.202251557260752,0.222289061173797,0.262579688802361,0.088015079498291,-0.133627729490399,124.28044605255128,277.74121856689453,40.754034742712975,75.95041286945343,29.15500020980835,31.11758160591125,30.71133852005005,31.567068576812744,31.669758319854736,0.0,50.01098871231079,880.2781524658203,23.17203998565674,2.050520896911621,4994.667053222656,34.04095458984375,66.56419229507446,55.08015489578247,762.7548446655273,0.1583525,0.17530428,0.20161785,0.21875821,0.25518,0.26490322,0.21895464,34.826504,-0.018695502,0.07640312,0.09496297,-0.117255695,-0.13565382,-0.041221872,0.07684924,-0.04077387,0.5340459,0.15424156,0.5518106,0.30996045,0.20161898,0.015400429,36.041885,0.038999937,44.0,0.056635868,5.695183,31.064005,26.25,0.28543305,3.6210632,0.04587695,0.19605854,27.3,1771.6536,-0.65354335,0.43858266,0.012598425,-0.72440946
0.95823621,0.122102677822113,0.143054466162409,0.155800890709673,0.231396428176335,0.213412101779665,-0.248841775315148,135.8887677873884,249.2528337751116,64.64065715244838,32.97739771434239,30.182856695992605,31.78731073651995,31.859719685145787,31.75275148664202,31.69590268816267,0.0,63.19968141828264,437.5540335518973,15.031404222760882,4.686904907226562,4115.7255859375,29.24325942993164,100.0906502859933,42.357818603515625,1068.0719517299108,0.073609285,0.081230715,0.09957322,0.106452145,0.1515875,0.14712071,0.11720857,35.879253,0.01495368,0.12789968,0.11316243,-0.20709562,-0.19273882,-0.08135071,0.17491636,-0.03338874,0.42923966,0.08207308,0.6789712,0.28795314,0.19545785,0.03854391,36.196228,0.09500007,48.0,0.032382797,6.0382066,28.203348,23.399998,0.1456693,2.7253938,0.11447493,0.21955016,31.953962,1822.0479,-0.5864759,0.22036193,0.13508481,0.18599147
0.96058767,0.048109374009073,0.062818749807775,0.056390624027699,0.263893751427531,0.648662157356739,-0.615497276186943,219.8693675994873,152.5047059059143,55.240131855010986,46.16485238075256,30.03000020980835,29.34749865531921,28.522449731826782,29.664287328720093,29.15875244140625,0.0,67.35398054122925,1489.5374755859375,4.101041793823242,36.5250244140625,5351.609313964844,54.463844776153564,138.2030611038208,16.052352905273438,1631.1018371582031,0.050202858,0.0533025,0.06751214,0.0665575,0.17099464,0.1321725,0.09513393,37.74354,0.12805526,0.28505287,0.16294552,-0.43387654,-0.32381237,-0.1698276,0.43963882,0.0071205003,0.8291519,0.51390964,0.23471917,0.38901758,0.086606264,0.0073411018,37.21193,0.24700013,45.0,0.07853982,4.0688877,26.669342,25.349998,0.2066929,3.2244096,0.055032503,0.1734901,38.999996,1775.0,-0.46456695,0.074803144,0.48188975,0.9527558
0.96180098,0.033732031006366,0.04908281378448,0.032729688100517,0.335960935801268,0.820540994405746,-0.743045181035995,271.2543773651123,47.79136723279953,67.53763580322266,48.555867075920105,26.337499618530277,27.48497676849365,26.569467782974243,27.867026329040527,27.117679595947266,1.0,0.0,232.13521194458008,8.202083587646484,8.202083587646484,4197.0491943359375,109.6462173461914,114.90337085723876,96.77653217315674,375.7431411743164,0.034936428,0.03496393,0.051735,0.03636643,0.33848143,0.15815607,0.071244285,31.170689,0.3630925,0.6522342,0.3788651,-0.7348395,-0.50703,-0.1586388,0.805967,0.17444177,0.26896143,0.07076116,0.583418,0.1352437,0.37158036,0.1396639,33.15811,0.24300003,38.0,0.07241014,0.7086263,31.064005,26.25,0.28543305,3.6210632,0.04587695,0.19605854,27.3,1771.6536,-0.65354335,0.43858266,0.012598425,-0.72440946
